id,time,orig_time,first_time,mat_time,res_time,balance_time,LTV_time,interest_rate_time,rate_time,hpi_time,gdp_time,uer_time,REtype_CO_orig_time,REtype_PU_orig_time,REtype_SF_orig_time,investor_orig_time,balance_orig_time,FICO_orig_time,LTV_orig_time,Interest_Rate_orig_time,state_orig_time,hpi_orig_time,default_time,payoff_time,status_time,lgd_time,recovery_res
43763,60,49,49,229,,161513.21,33.37586542,4.125,1.67,189.82,2.8363581757,5.7,0,0,1,1,316000,719,80,8.25,MD,154.94,0,0,0,,
43765,49,49,49,148,,198282.88,37.768167619,2,1.67,154.94,2.4566338212,8.2,0,0,1,0,420000,665,80,2,AZ,154.94,0,0,0,,
43765,50,49,49,148,,196281.46,36.446037633,2,1.67,158.94,2.3664098989,8.2,0,0,1,0,420000,665,80,2,AZ,154.94,0,0,0,,
43765,51,49,49,148,,194261.92,36.148371927,2,1.67,158.6,1.2690442628,7.8,0,0,1,0,420000,665,80,2,AZ,154.94,0,0,0,,
43765,52,49,49,148,,192240.37,35.210519667,2,1.67,161.13,1.0810494182,8,0,0,1,0,420000,665,80,2,AZ,154.94,0,0,0,,
43765,53,49,49,148,,190206.62,32.415835474,2,1.67,173.17,0.8929961554,7.6,0,0,1,0,420000,665,80,2,AZ,154.94,0,0,0,,
43765,54,49,49,148,,187477.71,30.743532798,2,1.67,179.97,1.5073587076,7.3,0,0,1,0,420000,665,80,2,AZ,154.94,0,0,0,,
43765,55,49,49,148,,185273.77,30.365247297,2,1.67,180.07,2.4222748689,7.2,0,0,1,0,420000,665,80,2,AZ,154.94,0,0,0,,
43765,56,49,49,148,,183207.2,29.801469876,2,1.67,181.43,1.7170529058,6.6,0,0,1,0,420000,665,80,2,AZ,154.94,0,0,0,,
43765,57,49,49,148,,180351.16,28.432650316,2,1.67,187.2,2.5560517331,6.2,0,0,1,0,420000,665,80,2,AZ,154.94,0,0,0,,
43765,58,49,49,148,,178930.01,28.033395015,2,1.67,188.37,2.8685938252,6.2,0,0,1,0,420000,665,80,2,AZ,154.94,0,0,0,,
43765,59,49,49,148,,175748.59,27.640603996,2,1.67,187.65,2.4436475652,5.7,0,0,1,0,420000,665,80,2,AZ,154.94,0,0,0,,
43765,60,49,49,148,,173434.63,26.964855499,3,1.67,189.82,2.8363581757,5.7,0,0,1,0,420000,665,80,3,AZ,154.94,0,0,0,,
43766,49,49,49,148,,87900.44,35.878764334,2.14,1.67,154.94,2.4566338212,8.2,0,0,1,0,208244,673,85,2.14,FL,154.94,0,0,0,,
43766,50,49,49,148,,87233.75,34.710535493,2.14,1.67,158.94,2.3664098989,8.2,0,0,1,0,208244,673,85,2.14,FL,154.94,0,0,0,,
43766,51,49,49,148,,86787.11,34.606846275,2.14,1.67,158.6,1.2690442628,7.8,0,0,1,0,208244,673,85,2.14,FL,154.94,0,0,0,,
43766,52,49,49,148,,86112.08,33.798517601,2.14,1.67,161.13,1.0810494182,8,0,0,1,0,208244,673,85,2.14,FL,154.94,0,0,0,,
43766,53,49,49,148,,85208.91,31.118763569,2.14,1.67,173.17,0.8929961554,7.6,0,0,1,0,208244,673,85,2.14,FL,154.94,0,0,0,,
43766,54,49,49,148,,84527.8,29.703623347,2.14,1.67,179.97,1.5073587076,7.3,0,0,1,0,208244,673,85,2.14,FL,154.94,0,0,0,,
43766,55,49,49,148,,84071.69,29.526936713,2.14,1.67,180.07,2.4222748689,7.2,0,0,1,0,208244,673,85,2.14,FL,154.94,0,0,0,,
43766,56,49,49,148,,83149.71,28.984220064,2.14,1.67,181.43,1.7170529058,6.6,0,0,1,0,208244,673,85,2.14,FL,154.94,0,0,0,,
43766,57,49,49,148,,82457.55,27.857014004,2.14,1.67,187.2,2.5560517331,6.2,0,0,1,0,208244,673,85,2.14,FL,154.94,0,0,0,,
43766,58,49,49,148,,81761.69,27.450363642,2.14,1.67,188.37,2.8685938252,6.2,0,0,1,0,208244,673,85,2.14,FL,154.94,0,0,0,,
43766,59,49,49,148,,81062.1,27.319909842,2.14,1.67,187.65,2.4436475652,5.7,0,0,1,0,208244,673,85,2.14,FL,154.94,0,0,0,,
43766,60,49,49,148,,80358.76,26.7732589,2.14,1.67,189.82,2.8363581757,5.7,0,0,1,0,208244,673,85,2.14,FL,154.94,0,0,0,,
49709,52,27,52,147,,116173.94,145.89817985,2,4.71,161.13,1.0810494182,8,0,0,1,0,104405,630,95,2,SC,222.39,0,0,0,,
49709,53,27,52,147,,115643.47,135.13443187,2,4.71,173.17,0.8929961554,7.6,0,0,1,0,104405,630,95,2,SC,222.39,0,0,0,,
49709,54,27,52,147,,115110.35,129.42906689,2,4.71,179.97,1.5073587076,7.3,0,0,1,0,104405,630,95,2,SC,222.39,0,0,0,,
49709,55,27,52,147,,114574.56,128.75508679,2,4.71,180.07,2.4222748689,7.2,0,0,1,0,104405,630,95,2,SC,222.39,0,0,0,,
49709,56,27,52,147,,114036.09,127.18935939,2,4.71,181.43,1.7170529058,6.6,0,0,1,0,104405,630,95,2,SC,222.39,0,0,0,,
49709,57,27,52,147,,113494.92,122.68406039,2,4.71,187.2,2.5560517331,6.2,0,0,1,0,104405,630,95,2,SC,222.39,0,0,0,,
49709,58,27,52,147,,112951.04,121.33778388,2,4.71,188.37,2.8685938252,6.2,0,0,1,0,104405,630,95,2,SC,222.39,0,0,0,,
49709,59,27,52,147,,112404.43,121.21389907,2,4.71,187.65,2.4436475652,5.7,0,0,1,0,104405,630,95,2,SC,222.39,0,0,0,,
49709,60,27,52,147,,112038.51,119.43810874,2,4.71,189.82,2.8363581757,5.7,0,0,1,0,104405,630,95,2,SC,222.39,0,0,0,,
13,25,18,25,138,,228957.49,65.211476357,7.56,4.14,226.29,2.8991367167,4.7,0,0,1,0,232000,635,80,7.56,MN,186.91,0,0,0,,
13,26,18,25,138,,228386.04,65.392599054,7.56,4.14,225.1,2.1513648831,4.7,0,0,1,0,232000,635,80,7.56,MN,186.91,0,0,0,,
13,27,18,25,138,,227803.72,66.02069571,7.56,4.14,222.39,2.3617217155,4.4,0,0,1,0,232000,635,80,7.56,MN,186.91,0,1,2,,
35,25,19,25,139,,78586.07,66.81045654,7.03,4.24,226.29,2.8991367167,4.7,0,0,1,0,79600,584,80,7.03,TX,191.42,0,0,0,,
35,26,19,25,139,,78372.4,66.981039395,7.03,4.24,225.1,2.1513648831,4.7,0,0,1,0,79600,584,80,7.03,TX,191.42,0,0,0,,
35,27,19,25,139,,78154.95,67.60914844,7.03,4.24,222.39,2.3617217155,4.4,0,0,1,0,79600,584,80,7.03,TX,191.42,0,0,0,,
35,28,19,25,139,,77933.67,68.252507182,10.03,4.24,219.67,1.2291722496,4.6,0,0,1,0,79600,584,80,7,TX,191.42,0,0,0,,
35,29,19,25,139,,77799.36,68.855819287,10.03,4.24,217.37,1.6929686703,4.5,0,0,1,0,79600,584,80,7,TX,191.42,0,0,0,,
35,30,19,25,139,,77648.93,70.221639767,10.875,4.24,212.73,2.2742178006,4.7,0,0,1,0,79600,584,80,7,TX,191.42,0,1,2,,
37,25,19,25,139,,306093.01,66.733458952,6.58,4.24,226.29,2.8991367167,4.7,0,0,1,0,310400,656,80,6.58,NY,191.42,0,0,0,,
37,26,19,25,139,,305188.4,66.887985097,6.58,4.24,225.1,2.1513648831,4.7,0,0,1,0,310400,656,80,6.58,NY,191.42,0,0,0,,
37,27,19,25,139,,304268.83,67.499071055,6.58,4.24,222.39,2.3617217155,4.4,0,0,1,0,310400,656,80,6.58,NY,191.42,0,1,2,,
38,25,19,25,139,,219865.14,66.901141845,7.605,4.24,226.29,2.8991367167,4.7,0,0,1,0,222400,586,80,7.605,VA,191.42,0,0,0,,
38,26,19,25,139,,219328.71,67.090728131,7.605,4.24,225.1,2.1513648831,4.7,0,0,1,0,222400,586,80,7.605,VA,191.42,0,0,0,,
38,27,19,25,139,,218782.01,67.739013733,7.605,4.24,222.39,2.3617217155,4.4,0,0,1,0,222400,586,80,7.605,VA,191.42,0,1,2,,
52,25,19,25,139,,164000,67.672455698,6.15,4.24,226.29,2.8991367167,4.7,0,0,1,0,164000,625,80,6.15,MD,191.42,0,0,0,,
52,26,19,25,139,,164000,68.030208796,6.15,4.24,225.1,2.1513648831,4.7,0,0,1,0,164000,625,80,6.15,MD,191.42,0,0,0,,
52,27,19,25,139,,164000,68.859211295,6.15,4.24,222.39,2.3617217155,4.4,0,0,1,0,164000,625,80,6.15,MD,191.42,0,0,0,,
52,28,19,25,139,,164000,69.711840488,9.15,4.24,219.67,1.2291722496,4.6,0,0,1,0,164000,625,80,6.2,MD,191.42,0,0,0,,
52,29,19,25,139,,164000,70.449464047,9.15,4.24,217.37,1.6929686703,4.5,0,0,1,0,164000,625,80,6.2,MD,191.42,0,1,2,,
72,33,25,33,141,,126581.28,85.280353472,11.5,5.15,180.52,0.8368586627,5,0,0,1,0,129500,536,69.6,7.605,FL,226.29,0,0,0,,
